match,teamInnings,battingPos,runs,balls,4s,6s,SR,batsmanName,out/not_out,match_id
Pakistan Vs India,India,3,82,53,6,4,154.71,Virat Kohli,not out,T20I # 1842
Pakistan Vs India,India,4,15,10,2,0,150.00,Suryakumar Yadav,out,T20I # 1842
Pakistan Vs India,India,5,2,3,0,0,66.66,Axar Patel,out,T20I # 1842
Pakistan Vs India,India,6,40,37,1,2,108.10,Hardik Pandya,out,T20I # 1842
Pakistan Vs India,India,7,1,2,0,0,50.00,Dinesh Karthik,out,T20I # 1842
Pakistan Vs India,India,8,1,1,0,0,100.00,Ravichandran Ashwin,not out,T20I # 1842
Bangladesh Vs Netherlands,Bangladesh,1,25,20,4,0,125.00,Najmul Hossain Shanto,out,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,2,14,14,2,0,100.00,Soumya Sarkar,out,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,3,9,11,0,0,81.81,Litton Das,out,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,4,7,9,0,0,77.77,Shakib Al Hasan(c),out,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,5,38,27,2,2,140.74,Afif Hossain,out,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,6,3,5,0,0,60.00,Yasir Ali,out,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,7,13,18,0,0,72.22,Nurul Hasan,out,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,8,20,12,2,1,166.66,Mosaddek Hossain,not out,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,9,0,1,0,0,0.00,Taskin Ahmed,out,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,10,0,3,0,0,0.00,Hasan Mahmud,not out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,1,0,1,0,0,0.00,Vikramjit Singh,out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,2,8,8,0,1,100.00,Max O'Dowd,out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,3,0,1,0,0,0.00,Bas de Leede,out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,4,62,48,6,2,129.16,Colin Ackermann,out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,5,0,0,0,0,-,Tom Cooper,out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,6,16,24,1,0,66.66,Scott Edwards(c),out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,7,1,6,0,0,16.66,Tim Pringle,out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,8,2,5,0,0,40.00,Logan van Beek,out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,9,9,8,1,0,112.50,Shariz Ahmad,out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,10,7,6,0,0,116.66,Fred Klaassen,not out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,11,24,14,3,1,171.42,Paul van Meekeren,out,T20I # 1843
Zimbabwe Vs South Africa,Zimbabwe,1,8,8,0,1,100.00,Regis Chakabva,out,T20I # 1844
Zimbabwe Vs South Africa,Zimbabwe,2,2,6,0,0,33.33,Craig Ervine(c),out,T20I # 1844
Zimbabwe Vs South Africa,Zimbabwe,3,1,1,0,0,100.00,Sean Williams,out,T20I # 1844
Zimbabwe Vs South Africa,Zimbabwe,4,0,2,0,0,0.00,Sikandar Raza,out,T20I # 1844
Zimbabwe Vs South Africa,Zimbabwe,5,35,18,4,1,194.44,Wessly Madhevere,not out,T20I # 1844
Zimbabwe Vs South Africa,Zimbabwe,6,18,20,2,0,90.00,Milton Shumba,out,T20I # 1844
Zimbabwe Vs South Africa,South Africa,1,47,18,8,1,261.11,Quinton de Kock,not out,T20I # 1844
Zimbabwe Vs South Africa,South Africa,2,2,2,0,0,100.00,Temba Bavuma(c),not out,T20I # 1844
Sri Lanka Vs Australia,Sri Lanka,1,40,45,2,0,88.88,Pathum Nissanka,out,T20I # 1845
Sri Lanka Vs Australia,Sri Lanka,2,5,6,1,0,83.33,Kusal Mendis,out,T20I # 1845
Sri Lanka Vs Australia,Sri Lanka,3,26,23,3,0,113.04,Dhananjaya de Silva,out,T20I # 1845
Sri Lanka Vs Australia,Sri Lanka,4,38,25,3,2,152.00,Charith Asalanka,not out,T20I # 1845
Sri Lanka Vs Australia,Sri Lanka,5,7,5,1,0,140.00,Bhanuka Rajapaksa,out,T20I # 1845
Sri Lanka Vs Australia,Sri Lanka,6,3,5,0,0,60.00,Dasun Shanaka(c),out,T20I # 1845
Sri Lanka Vs Australia,Sri Lanka,7,1,4,0,0,25.00,Wanindu Hasaranga de Silva,out,T20I # 1845
Sri Lanka Vs Australia,Sri Lanka,8,14,7,2,0,200.00,Chamika Karunaratne,not out,T20I # 1845
Sri Lanka Vs Australia,Australia,1,11,10,0,0,110.00,David Warner,out,T20I # 1845
Sri Lanka Vs Australia,Australia,2,31,42,0,1,73.80,Aaron Finch(c),not out,T20I # 1845
Sri Lanka Vs Australia,Australia,3,17,17,1,1,100.00,Mitchell Marsh,out,T20I # 1845
Sri Lanka Vs Australia,Australia,4,23,12,2,2,191.66,Glenn Maxwell,out,T20I # 1845
Sri Lanka Vs Australia,Australia,5,59,18,4,6,327.77,Marcus Stoinis,not out,T20I # 1845
Ireland Vs England,Ireland,1,14,8,1,1,175.00,Paul Stirling,out,T20I # 1846
Ireland Vs England,Ireland,2,62,47,5,2,131.91,Andy Balbirnie(c),out,T20I # 1846
Ireland Vs England,Ireland,3,34,27,3,1,125.92,Lorcan Tucker,out,T20I # 1846
Ireland Vs England,Ireland,4,0,2,0,0,0.00,Harry Tector,out,T20I # 1846
Ireland Vs England,Ireland,5,18,11,3,0,163.63,Curtis Campher,out,T20I # 1846
Ireland Vs England,Ireland,6,0,1,0,0,0.00,George Dockrell,out,T20I # 1846
Ireland Vs England,Ireland,7,12,10,1,0,120.00,Gareth Delany,not out,T20I # 1846
Ireland Vs England,Ireland,8,4,4,0,0,100.00,Mark Adair,out,T20I # 1846
Ireland Vs England,Ireland,9,3,3,0,0,100.00,Barry McCarthy,out,T20I # 1846
Ireland Vs England,Ireland,10,1,2,0,0,50.00,Fionn Hand,out,T20I # 1846
Ireland Vs England,Ireland,11,0,1,0,0,0.00,Josh Little,out,T20I # 1846
Ireland Vs England,England,1,0,2,0,0,0.00,Jos Buttler(c),out,T20I # 1846
Ireland Vs England,England,2,7,5,1,0,140.00,Alex Hales,out,T20I # 1846
Ireland Vs England,England,3,35,37,2,0,94.59,Dawid Malan,out,T20I # 1846
Ireland Vs England,England,4,6,8,0,0,75.00,Ben Stokes,out,T20I # 1846
Ireland Vs England,England,5,18,21,1,0,85.71,Harry Brook,out,T20I # 1846
Ireland Vs England,England,6,24,12,3,1,200.00,Moeen Ali,not out,T20I # 1846
Ireland Vs England,England,7,1,2,0,0,50.00,Liam Livingstone,not out,T20I # 1846
South Africa Vs Bangladesh,South Africa,1,2,6,0,0,33.33,Temba Bavuma(c),out,T20I # 1847
South Africa Vs Bangladesh,South Africa,2,63,38,7,3,165.78,Quinton de Kock,out,T20I # 1847
South Africa Vs Bangladesh,South Africa,3,109,56,7,8,194.64,Rilee Rossouw,out,T20I # 1847
South Africa Vs Bangladesh,South Africa,4,7,7,1,0,100.00,Tristan Stubbs,out,T20I # 1847
South Africa Vs Bangladesh,South Africa,5,10,11,1,0,90.90,Aiden Markram,out,T20I # 1847
South Africa Vs Bangladesh,South Africa,6,2,4,0,0,50.00,David Miller,not out,T20I # 1847
South Africa Vs Bangladesh,South Africa,7,0,2,0,0,0.00,Wayne Parnell,not out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,1,9,9,1,0,100.00,Najmul Hossain Shanto,out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,2,15,6,0,2,250.00,Soumya Sarkar,out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,3,34,31,1,1,109.67,Litton Das,out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,4,1,4,0,0,25.00,Shakib Al Hasan(c),out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,5,1,5,0,0,20.00,Afif Hossain,out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,6,11,13,0,0,84.61,Mehidy Hasan Miraz,out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,7,0,3,0,0,0.00,Mosaddek Hossain,out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,8,2,6,0,0,33.33,Nurul Hasan,out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,9,10,17,1,0,58.82,Taskin Ahmed,out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,10,0,2,0,0,0.00,Hasan Mahmud,out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,11,9,3,0,1,300.00,Mustafizur Rahman,not out,T20I # 1847
India Vs Netherlands,India,1,9,12,1,0,75.00,KL Rahul,out,T20I # 1848
India Vs Netherlands,India,2,53,39,4,3,135.89,Rohit Sharma(c),out,T20I # 1848
India Vs Netherlands,India,3,62,44,3,2,140.90,Virat Kohli,not out,T20I # 1848
India Vs Netherlands,India,4,51,25,7,1,204.00,Suryakumar Yadav,not out,T20I # 1848
India Vs Netherlands,Netherlands,1,1,9,0,0,11.11,Vikramjit Singh,out,T20I # 1848
India Vs Netherlands,Netherlands,2,16,10,3,0,160.00,Max O'Dowd,out,T20I # 1848
India Vs Netherlands,Netherlands,3,16,23,0,0,69.56,Bas de Leede,out,T20I # 1848
India Vs Netherlands,Netherlands,4,17,21,1,0,80.95,Colin Ackermann,out,T20I # 1848
India Vs Netherlands,Netherlands,5,9,12,0,0,75.00,Tom Cooper,out,T20I # 1848
India Vs Netherlands,Netherlands,6,5,8,0,0,62.50,Scott Edwards(c),out,T20I # 1848
India Vs Netherlands,Netherlands,7,20,15,1,1,133.33,Tim Pringle,out,T20I # 1848
India Vs Netherlands,Netherlands,8,3,5,0,0,60.00,Logan van Beek,out,T20I # 1848
India Vs Netherlands,Netherlands,9,16,11,2,0,145.45,Shariz Ahmad,not out,T20I # 1848
India Vs Netherlands,Netherlands,10,0,1,0,0,0.00,Fred Klaassen,out,T20I # 1848
India Vs Netherlands,Netherlands,11,14,6,3,0,233.33,Paul van Meekeren,not out,T20I # 1848
Zimbabwe Vs Pakistan,Zimbabwe,1,17,13,3,0,130.76,Wessly Madhevere,out,T20I # 1849
Zimbabwe Vs Pakistan,Zimbabwe,2,19,19,2,0,100.00,Craig Ervine(c),out,T20I # 1849
Zimbabwe Vs Pakistan,Zimbabwe,3,8,10,1,0,80.00,Milton Shumba,out,T20I # 1849
Zimbabwe Vs Pakistan,Zimbabwe,4,31,28,3,0,110.71,Sean Williams,out,T20I # 1849
Zimbabwe Vs Pakistan,Zimbabwe,5,9,16,1,0,56.25,Sikandar Raza,out,T20I # 1849
Zimbabwe Vs Pakistan,Zimbabwe,6,0,1,0,0,0.00,Regis Chakabva,out,T20I # 1849
Zimbabwe Vs Pakistan,Zimbabwe,7,10,15,0,0,66.66,Ryan Burl,not out,T20I # 1849
Zimbabwe Vs Pakistan,Zimbabwe,8,0,1,0,0,0.00,Luke Jongwe,out,T20I # 1849
Zimbabwe Vs Pakistan,Zimbabwe,9,19,15,0,1,126.66,Brad Evans,out,T20I # 1849
Zimbabwe Vs Pakistan,Zimbabwe,10,3,2,0,0,150.00,Richard Ngarava,not out,T20I # 1849
Zimbabwe Vs Pakistan,Pakistan,1,14,16,1,1,87.50,Mohammad Rizwan,out,T20I # 1849
Zimbabwe Vs Pakistan,Pakistan,2,4,9,1,0,44.44,Babar Azam(c),out,T20I # 1849
Zimbabwe Vs Pakistan,Pakistan,3,44,38,3,0,115.78,Shan Masood,out,T20I # 1849
Zimbabwe Vs Pakistan,Pakistan,4,5,10,1,0,50.00,Iftikhar Ahmed,out,T20I # 1849
Zimbabwe Vs Pakistan,Pakistan,5,17,14,0,1,121.42,Shadab Khan,out,T20I # 1849
Zimbabwe Vs Pakistan,Pakistan,6,0,1,0,0,0.00,Haider Ali,out,T20I # 1849
Zimbabwe Vs Pakistan,Pakistan,7,22,18,1,1,122.22,Mohammad Nawaz,out,T20I # 1849
Zimbabwe Vs Pakistan,Pakistan,8,12,13,2,0,92.30,Mohammad Wasim,not out,T20I # 1849
Zimbabwe Vs Pakistan,Pakistan,9,1,1,0,0,100.00,Shaheen Shah Afridi,out,T20I # 1849
New Zealand Vs Sri Lanka,New Zealand,1,1,3,0,0,33.33,Finn Allen,out,T20I # 1850
New Zealand Vs Sri Lanka,New Zealand,2,1,4,0,0,25.00,Devon Conway,out,T20I # 1850
New Zealand Vs Sri Lanka,New Zealand,3,8,13,1,0,61.53,Kane Williamson(c),out,T20I # 1850
New Zealand Vs Sri Lanka,New Zealand,4,104,64,10,4,162.50,Glenn Phillips,out,T20I # 1850
New Zealand Vs Sri Lanka,New Zealand,5,22,24,0,0,91.66,Daryl Mitchell,out,T20I # 1850
New Zealand Vs Sri Lanka,New Zealand,6,5,8,0,0,62.50,James Neesham,out,T20I # 1850
New Zealand Vs Sri Lanka,New Zealand,7,11,5,0,1,220.00,Mitchell Santner,not out,T20I # 1850
New Zealand Vs Sri Lanka,New Zealand,8,1,1,0,0,100.00,Ish Sodhi,out,T20I # 1850
New Zealand Vs Sri Lanka,New Zealand,9,4,1,1,0,400.00,Tim Southee,not out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,1,0,5,0,0,0.00,Pathum Nissanka,out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,2,4,3,1,0,133.33,Kusal Mendis,out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,3,0,3,0,0,0.00,Dhananjaya de Silva,out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,4,4,8,0,0,50.00,Charith Asalanka,out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,5,34,22,3,2,154.54,Bhanuka Rajapaksa,out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,6,3,8,0,0,37.50,Chamika Karunaratne,out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,7,35,32,4,1,109.37,Dasun Shanaka(c),out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,8,4,6,1,0,66.66,Wanindu Hasaranga de Silva,out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,9,0,3,0,0,0.00,Maheesh Theekshana,out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,10,8,21,0,0,38.09,Kasun Rajitha,not out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,11,4,5,1,0,80.00,Lahiru Kumara,out,T20I # 1850
Bangladesh Vs Zimbabwe,Bangladesh,1,71,55,7,1,129.09,Najmul Hossain Shanto,out,T20I # 1851
Bangladesh Vs Zimbabwe,Bangladesh,2,0,2,0,0,0.00,Soumya Sarkar,out,T20I # 1851
Bangladesh Vs Zimbabwe,Bangladesh,3,14,12,3,0,116.66,Litton Das,out,T20I # 1851
Bangladesh Vs Zimbabwe,Bangladesh,4,23,20,1,0,115.00,Shakib Al Hasan(c),out,T20I # 1851
Bangladesh Vs Zimbabwe,Bangladesh,5,29,19,1,1,152.63,Afif Hossain,out,T20I # 1851
Bangladesh Vs Zimbabwe,Bangladesh,6,7,10,0,0,70.00,Mosaddek Hossain,out,T20I # 1851
Bangladesh Vs Zimbabwe,Bangladesh,7,1,1,0,0,100.00,Nurul Hasan,out,T20I # 1851
Bangladesh Vs Zimbabwe,Bangladesh,8,1,1,0,0,100.00,Yasir Ali,not out,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,1,4,3,1,0,133.33,Wessly Madhevere,out,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,2,8,7,2,0,114.28,Craig Ervine(c),out,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,3,8,15,1,0,53.33,Milton Shumba,out,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,4,64,42,8,0,152.38,Sean Williams,out,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,5,0,3,0,0,0.00,Sikandar Raza,out,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,6,15,19,0,0,78.94,Regis Chakabva,out,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,7,27,25,2,1,108.00,Ryan Burl,not out,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,8,2,2,0,0,100.00,Brad Evans,out,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,9,6,3,0,1,200.00,Richard Ngarava,out,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,10,0,2,0,0,0.00,Blessing Muzarabani,not out,T20I # 1851
Netherlands Vs Pakistan,Netherlands,1,6,11,1,0,54.54,Stephan Myburgh,out,T20I # 1852
Netherlands Vs Pakistan,Netherlands,2,8,13,0,0,61.53,Max O'Dowd,out,T20I # 1852
Netherlands Vs Pakistan,Netherlands,3,6,16,1,0,37.50,Bas de Leede,not out,T20I # 1852
Netherlands Vs Pakistan,Netherlands,4,1,2,0,0,50.00,Tom Cooper,out,T20I # 1852
Netherlands Vs Pakistan,Netherlands,5,27,27,2,0,100.00,Colin Ackermann,out,T20I # 1852
Netherlands Vs Pakistan,Netherlands,6,15,20,1,0,75.00,Scott Edwards(c),out,T20I # 1852
Netherlands Vs Pakistan,Netherlands,7,5,6,0,0,83.33,Roelof van der Merwe,out,T20I # 1852
Netherlands Vs Pakistan,Netherlands,8,5,8,0,0,62.50,Tim Pringle,out,T20I # 1852
Netherlands Vs Pakistan,Netherlands,9,6,9,0,0,66.66,Logan van Beek,not out,T20I # 1852
Netherlands Vs Pakistan,Netherlands,10,0,1,0,0,0.00,Fred Klaassen,out,T20I # 1852
Netherlands Vs Pakistan,Netherlands,11,7,7,0,0,100.00,Paul van Meekeren,out,T20I # 1852
Netherlands Vs Pakistan,Pakistan,1,49,39,5,0,125.64,Mohammad Rizwan,out,T20I # 1852
Netherlands Vs Pakistan,Pakistan,2,4,5,1,0,80.00,Babar Azam(c),out,T20I # 1852
Netherlands Vs Pakistan,Pakistan,3,20,16,3,0,125.00,Fakhar Zaman,out,T20I # 1852
Netherlands Vs Pakistan,Pakistan,4,12,16,0,0,75.00,Shan Masood,out,T20I # 1852
Netherlands Vs Pakistan,Pakistan,5,6,5,0,0,120.00,Iftikhar Ahmed,not out,T20I # 1852
Netherlands Vs Pakistan,Pakistan,6,4,2,1,0,200.00,Shadab Khan,not out,T20I # 1852
India Vs South Africa,India,1,9,14,0,1,64.28,KL Rahul,out,T20I # 1853
India Vs South Africa,India,2,15,14,1,1,107.14,Rohit Sharma(c),out,T20I # 1853
